molregno	chembl_id	accession	description	target_name	standard_relation	standard_value	standard_units	standard_type	organism	assay_cell_type	Num_Atoms	ALogP	LogD	QED	SMILES_cpd	SMILES_BM	BMCluster	BMCluster_size
144959	CHEMBL91829	P00533	Binding constant for EGFR(L747-T751del,Sins) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		35	3.479	3.456	0.45765	CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26	C1COCCn2cc(C3=C(CNC3)c4cn(C1)c5ccccc45)c6ccccc26	293	1
144959	CHEMBL91829	P00533	Binding constant for EGFR(L858R) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		35	3.479	3.456	0.45765	CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26	C1COCCn2cc(C3=C(CNC3)c4cn(C1)c5ccccc45)c6ccccc26	293	1
144959	CHEMBL91829	P00533	Binding constant for EGFR(L858R,T790M) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		35	3.479	3.456	0.45765	CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26	C1COCCn2cc(C3=C(CNC3)c4cn(C1)c5ccccc45)c6ccccc26	293	1
144959	CHEMBL91829	P00533	Binding constant for EGFR(L861Q) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		35	3.479	3.456	0.45765	CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26	C1COCCn2cc(C3=C(CNC3)c4cn(C1)c5ccccc45)c6ccccc26	293	1
144959	CHEMBL91829	P00533	Binding constant for EGFR(S752-I759del) kinase domain	Epidermal growth factor receptor erbB1	=	7400	nM	Kd	Homo sapiens		35	3.479	3.456	0.45765	CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26	C1COCCn2cc(C3=C(CNC3)c4cn(C1)c5ccccc45)c6ccccc26	293	1
144959	CHEMBL91829	P00533	Binding constant for EGFR(T790M) kinase domain	Epidermal growth factor receptor erbB1				Kd	Homo sapiens		35	3.479	3.456	0.45765	CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26	C1COCCn2cc(C3=C(CNC3)c4cn(C1)c5ccccc45)c6ccccc26	293	1
276734	CHEMBL1336	P00533	Average Binding Constant for EGFR; NA=Not Active at 10 uM	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(G719C) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(G719S) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(L858R) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(L747-E749del, A750P) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(L747-S752del, P753S) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(E746-A750del) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(S752-I759del) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(L747-T751del,Sins) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(L861Q) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(E746-A750del) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(G719C) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(G719S) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(L747-E749del, A750P) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(L747-S752del, P753S) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(L747-T751del,Sins) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(L858R) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(L858R,T790M) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(L861Q) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(S752-I759del) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Binding constant for EGFR(T790M) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Inhibition of EGFR (unknown origin) after 1 hr by Caliper mobility shift assay	Epidermal growth factor receptor erbB1				IC50	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
276734	CHEMBL1336	P00533	Inhibition of EGFR (unknown origin) using poly (Glu, Tyr) 4:1 substrate incubated for 30 mins by HTRF assay	Epidermal growth factor receptor erbB1				IC50	Homo sapiens		32	4.175	4.176	0.51018	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1	C(Nc1ccccc1)Nc2ccc(Oc3ccncc3)cc2	294	1
14221	CHEMBL14762	P00533	Average Binding Constant for EGFR; NA=Not Active at 10 uM	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		26	3.32	3.32	0.57507	CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1	C(Nc1ncnc2[nH]cnc12)c3ccccc3	295	1
14221	CHEMBL14762	P00533	Binding constant for EGFR kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		26	3.32	3.32	0.57507	CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1	C(Nc1ncnc2[nH]cnc12)c3ccccc3	295	1
14221	CHEMBL14762	P00533	Binding constant for EGFR(G719C) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		26	3.32	3.32	0.57507	CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1	C(Nc1ncnc2[nH]cnc12)c3ccccc3	295	1
14221	CHEMBL14762	P00533	Binding constant for EGFR(G719S) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		26	3.32	3.32	0.57507	CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1	C(Nc1ncnc2[nH]cnc12)c3ccccc3	295	1
14221	CHEMBL14762	P00533	Binding constant for EGFR(L858R) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		26	3.32	3.32	0.57507	CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1	C(Nc1ncnc2[nH]cnc12)c3ccccc3	295	1
14221	CHEMBL14762	P00533	Binding constant for EGFR(L747-E749del, A750P) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		26	3.32	3.32	0.57507	CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1	C(Nc1ncnc2[nH]cnc12)c3ccccc3	295	1
14221	CHEMBL14762	P00533	Binding constant for EGFR(L747-S752del, P753S) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		26	3.32	3.32	0.57507	CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1	C(Nc1ncnc2[nH]cnc12)c3ccccc3	295	1
14221	CHEMBL14762	P00533	Binding constant for EGFR(E746-A750del) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		26	3.32	3.32	0.57507	CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1	C(Nc1ncnc2[nH]cnc12)c3ccccc3	295	1
14221	CHEMBL14762	P00533	Binding constant for EGFR(S752-I759del) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		26	3.32	3.32	0.57507	CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1	C(Nc1ncnc2[nH]cnc12)c3ccccc3	295	1
14221	CHEMBL14762	P00533	Binding constant for EGFR(L747-T751del,Sins) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		26	3.32	3.32	0.57507	CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1	C(Nc1ncnc2[nH]cnc12)c3ccccc3	295	1
14221	CHEMBL14762	P00533	Binding constant for EGFR(L861Q) kinase domain	Epidermal growth factor receptor erbB1				Kd	Homo sapiens		26	3.32	3.32	0.57507	CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1	C(Nc1ncnc2[nH]cnc12)c3ccccc3	295	1
14366	CHEMBL428690	P00533	Average Binding Constant for EGFR; NA=Not Active at 10 uM	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(G719C) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(G719S) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(L858R) kinase domain	Epidermal growth factor receptor erbB1	=	2300	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(L747-E749del, A750P) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(L747-S752del, P753S) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(E746-A750del) kinase domain	Epidermal growth factor receptor erbB1	=	1400	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(S752-I759del) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(L747-T751del,Sins) kinase domain	Epidermal growth factor receptor erbB1	>	10000	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(L861Q) kinase domain	Epidermal growth factor receptor erbB1	=	3700	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR kinase domain	Epidermal growth factor receptor erbB1	=	1200	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(E746-A750del) kinase domain	Epidermal growth factor receptor erbB1	=	520	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(G719C) kinase domain	Epidermal growth factor receptor erbB1	=	4000	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(G719S) kinase domain	Epidermal growth factor receptor erbB1	=	2300	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(L747-E749del, A750P) kinase domain	Epidermal growth factor receptor erbB1	=	2200	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(L747-S752del, P753S) kinase domain	Epidermal growth factor receptor erbB1	=	3000	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(L747-T751del,Sins) kinase domain	Epidermal growth factor receptor erbB1	=	1700	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(L858R) kinase domain	Epidermal growth factor receptor erbB1	=	750	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(L858R,T790M) kinase domain	Epidermal growth factor receptor erbB1	=	1200	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(L861Q) kinase domain	Epidermal growth factor receptor erbB1	=	1400	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(S752-I759del) kinase domain	Epidermal growth factor receptor erbB1	=	1600	nM	Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
14366	CHEMBL428690	P00533	Binding constant for EGFR(T790M) kinase domain	Epidermal growth factor receptor erbB1				Kd	Homo sapiens		28	3.108	2.813	0.71601	CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl	C1CC(CCN1)c2cccc3CC=C(Oc23)c4ccccc4	296	1
373381	CHEMBL388978	P00533	Average Binding Constant for EGFR; NA=Not Active at 10 uM	Epidermal growth factor receptor erbB1	=	70	nM	Kd	Homo sapiens		35	3.819	0.638	0.41513	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	C1C[C@H]2OC(C1)n3c4ccccc4c5c6CNCc6c7c8ccccc8n2c7c35	297	1
373381	CHEMBL388978	P00533	Binding constant for EGFR kinase domain	Epidermal growth factor receptor erbB1	=	370	nM	Kd	Homo sapiens		35	3.819	0.638	0.41513	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	C1C[C@H]2OC(C1)n3c4ccccc4c5c6CNCc6c7c8ccccc8n2c7c35	297	1
373381	CHEMBL388978	P00533	Binding constant for EGFR(G719C) kinase domain	Epidermal growth factor receptor erbB1	=	1100	nM	Kd	Homo sapiens		35	3.819	0.638	0.41513	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	C1C[C@H]2OC(C1)n3c4ccccc4c5c6CNCc6c7c8ccccc8n2c7c35	297	1
373381	CHEMBL388978	P00533	Binding constant for EGFR(G719S) kinase domain	Epidermal growth factor receptor erbB1	=	1100	nM	Kd	Homo sapiens		35	3.819	0.638	0.41513	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	C1C[C@H]2OC(C1)n3c4ccccc4c5c6CNCc6c7c8ccccc8n2c7c35	297	1
373381	CHEMBL388978	P00533	Binding constant for EGFR(L858R) kinase domain	Epidermal growth factor receptor erbB1	=	270	nM	Kd	Homo sapiens		35	3.819	0.638	0.41513	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	C1C[C@H]2OC(C1)n3c4ccccc4c5c6CNCc6c7c8ccccc8n2c7c35	297	1
373381	CHEMBL388978	P00533	Binding constant for EGFR(L747-E749del, A750P) kinase domain	Epidermal growth factor receptor erbB1	=	96	nM	Kd	Homo sapiens		35	3.819	0.638	0.41513	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	C1C[C@H]2OC(C1)n3c4ccccc4c5c6CNCc6c7c8ccccc8n2c7c35	297	1
373381	CHEMBL388978	P00533	Binding constant for EGFR(L747-S752del, P753S) kinase domain	Epidermal growth factor receptor erbB1	=	300	nM	Kd	Homo sapiens		35	3.819	0.638	0.41513	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	C1C[C@H]2OC(C1)n3c4ccccc4c5c6CNCc6c7c8ccccc8n2c7c35	297	1
373381	CHEMBL388978	P00533	Binding constant for EGFR(E746-A750del) kinase domain	Epidermal growth factor receptor erbB1	=	120	nM	Kd	Homo sapiens		35	3.819	0.638	0.41513	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	C1C[C@H]2OC(C1)n3c4ccccc4c5c6CNCc6c7c8ccccc8n2c7c35	297	1
